"X_BI","X_CAWT","X_FORM","X_HYD","MSP10_SP","MSP12_SP","MSP15_SP","MSP18_SP","MSP19_SP","MSP20_SP","MSP24_SP","MSP33_SP","MSP3_SP","MSP9_SP","Root.Barn","SOWT","Miniacina_miniacea_.R.","Miniacina_sp_.A.","Miniacina_sp_.J.","Parasmittina_margaritata","MSP12_BRYO","MSP14_BRYO","Smittoidea_cautela","Watersipora_subtorquata","Smittipora_harmeriana","Disporella_novaehollandiae","MSP5_BRYO","Crisia_elongata","Tubulipora_sp.","BIOFR","BIOFV","CYANOB","MSP10_ASCC","MSP10_ASCS","MSP11_ASCS","MSP15_ASCC","MSP16_ASCC","MSP1_ASCC","MSP1_ASCS","MSP22_ASCC","MSP24_ASCC","MSP2_ASCC","MSP2_ASCS","MSP3_ASCS","MSP4_ASCC","MSP5_ASCC","MSP5_ASCS","MSP6_ASCC","MSP6_ASCS","MSP8_ASCC","MSP9_ASCC","MSP9_ASCS","NR","OROS","X_BRUP","CCA","GRUP","RDUP"
0,2.084,0,10.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,2.084,0,0,0,2.084,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,8.333,0,0
2.381,11.905,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0,0,0,0,0,4.762,0,0,4.762,2.381,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,0,0,16.667,14.286,0,19.048,0,0
2.703,10.81,0,8.108,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,2.703,13.513,0,0,5.405,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,32.432,0,0,10.81,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,22,0,0
0,4.256,0,14.893,0,0,0,0,0,0,0,0,0,0,6.383,0,0,0,6.383,0,0,0,0,0,0,2.127,0,0,0,4.256,2.127,0,0,0,0,0,0,0,0,0,6.383,0,0,0,0,0,0,0,0,0,0,0,40.425,0,0,12.766,0,0
13.514,2.703,0,16.216,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,5.405,0,0,0,0,0,0,0,0,0,0,5.405,0,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.919,13.514,0,13.514,0,0
0,7.895,0,18.42,0,0,0,0,0,0,0,0,0,0,0,2.632,2.632,0,0,0,0,0,0,0,0,0,2.632,0,2.632,2.632,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.473,0,0,10.526,0,2.632
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0
0,0,0,22.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.531,0,0,0,0,0,0,0,2.041,0,0,4.082,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.449,0,0,20.408,0,0
0,5.405,0,8.108,0,0,0,0,0,0,0,0,0,0,0,5.405,0,0,5.405,0,0,0,0,0,0,0,0,0,0,2.703,2.703,13.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.135,10.811,0,10.811,0,0
0,2.703,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,13.513,0,5.405,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,8.108,0,0,0,0,0,0,0,35.135,0,0,27.027,0,0
0,4.082,0,6.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.327,0,0,0,0,0,0,0,2.041,0,0,2.041,0,8.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122,0,0,0,0,0,20.408,4.082,0,30.612,0,0
0,10.417,0,10.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.917,0,0,0,0,0,0,0,4.167,0,0,8.333,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,25,0,0
2.632,7.895,0,10.526,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,2.632,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,21.053,7.895,0,26.316,0,0
5.263,2.632,0,5.263,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,2.632,10.526,2.632,0,7.895,5.263,2.632,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,2.632,0,36.841,0,0,10.526,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,0,2,0,2,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,8,0,0
2.128,6.383,0,10.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.149,0,0,0,0,0,0,2.128,2.128,0,0,0,0,4.255,0,0,0,0,6.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.426,0,0,6.383,0,0
0,10.811,0,2.703,0,0,0,0,5.405,0,0,0,0,0,0,0,0,0,24.324,0,0,0,0,0,0,0,2.703,0,0,5.405,5.405,16.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,18.919,0,5.405,0,0
2.5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,12.5,0,0,2.5,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,37.5,0,0,12.5,0,0
8,8,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0
2.174,6.522,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,6.522,0,0,0,0,0,0,0,0,0,4.348,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174,0,0,32.609,2.174,0,34.782,0,0
0,24.242,0,15.152,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,6.061,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061,18.182,0,18.182,0,0
0,21.053,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,2.632,0,0,2.632,0,0,0,0,2.632,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.421,0,0,28.946,0,0
0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,36,0,0
0,2.041,0,10.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49,0,0,0,0,0,0,0,18.367,0,0,6.122,2.041,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.327,2.041,0,16.327,0,0
0,34.091,2.273,6.818,0,0,0,0,0,0,0,0,0,0,0,0,6.818,0,2.273,0,0,0,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.636,18.182,0,11.364,0,0
0,15,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,2.5,12.5,0,2.5,2.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.999,0,0,15,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,2,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,18,0,4
0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,0,26,0,0,0,0,0,0,2,32,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,2
0,27.907,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651,0,0,0,0,0,0,0,9.302,0,0,0,2.326,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.977,16.279,0,27.907,0,0
2.632,21.053,0,2.632,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,2.632,0,0,0,0,2.632,0,0,15.789,0,0,2.632,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,31.579,0,0,10.526,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,2,10,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,26,0,0
0,2.041,0,6.122,0,0,0,0,0,0,0,0,0,0,2.041,0,0,0,24.49,0,0,0,0,0,0,0,22.449,0,0,0,2.041,0,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49,0,0,14.286,0,0
0,11.905,0,9.523,0,0,0,0,0,0,0,0,0,0,0,0,4.762,0,7.143,0,0,0,0,0,2.381,0,4.762,0,0,0,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.905,9.523,0,33.333,0,0
0,8.571,0,5.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,2.857,0,0,11.429,0,0,11.429,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714,5.714,2.857,0,0,20,0,0,20,0,0
0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,2,44,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,2
0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,4,0,2,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0
0,24.324,2.703,10.81,0,0,0,0,0,0,0,0,0,0,0,5.405,0,0,13.513,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108,16.216,0,16.216,0,0
0,4.878,0,12.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.317,0,0,0,0,0,0,0,26.829,0,2.439,2.439,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.268,0,0,12.195,0,0
0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,12.245,0,34.694,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.367,0,18.367,0,0
0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,0
0,27.499,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,0,5,0,0,0,0,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,5,20,0,20,0,0
0,12.821,5.128,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.897,0,2.564,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,15.385,0,0,15.385,0,0
0,6.383,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0,8.51,0,23.404,0,0,0,0,0,0,0,4.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.383,12.766,0,27.66,0,0
0,2.127,0,4.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.022,0,0,0,0,0,0,0,0,0,0,12.766,2.127,0,0,0,0,0,4.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.425,0,0,17.022,0,0
2.564,15.385,0,2.564,0,0,0,0,0,0,0,0,0,0,0,5.128,2.564,0,0,0,0,0,0,2.564,0,0,2.564,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.949,25.641,0,17.949,0,0
0,7.143,2.381,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,0,0,0,0,0,0,4.762,2.381,0,9.523,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,0,42.857,0,0,16.666,0,0
0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2.083,12.5,0,0,0,0,0,0,2.083,4.167,0,0,0,2.083,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,35.417,0,16.667,0,4.167
0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,6,6,0,2,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,14,0,0
0,15.79,0,5.263,0,0,0,0,0,0,0,0,0,0,0,7.895,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,5.263,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,34.21,0,18.421,0,0
7.692,25.641,5.128,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,20.513,0,0,2.564,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,12.821,0,0,10.256,0,0
0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,2,4,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,28,0,0
0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,22,0,0
0,2.5,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,17.5,0,12.5,0,0
0,14.286,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,2.857,0,2.857,14.286,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.999,0,0,14.286,0,0
0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,18,0,0
0,8.163,0,20.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,0,0,0,0,0,0,0,24.49,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49,0,0,6.122,0,0
0,10.526,0,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,2.632,2.632,0,2.632,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,23.684,13.158,0,23.684,0,7.895
0,5.715,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,0,0,2.857,11.428,2.857,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,0,31.428,0,0,19.999,0,0
0,4.256,0,6.383,0,0,0,0,0,0,0,0,0,0,0,0,2.127,0,44.681,0,0,0,0,0,0,0,6.383,0,0,2.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127,0,0,0,0,4.256,0,6.383,0,19.149,0,2.127
0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,14,0,0,0,0,0,0,2,16,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,18,0,0
0,10.811,0,16.216,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,5.405,0,0,0,0,0,0,0,0,0,0,16.216,2.703,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,16.216,8.108,0,8.108,0,8.108
0,18.182,0,15.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,3.03,18.182,0,0,0,6.06,0,3.03,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,21.212,0,0,9.091,0,0
0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,0,43.75,0,0,0,0,0,0,2.083,12.5,0,0,0,2.083,6.25,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,16.667,0,0
0,4.082,0,14.286,0,0,0,0,0,0,2.041,0,0,0,0,0,0,0,14.286,0,0,0,0,0,0,0,40.816,0,0,0,2.041,0,0,0,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,10.204,2.041,0,8.163,0,0
0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,10,0,0,0,0,0,0,0,7.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,17.5,0,0
0,10.526,0,21.053,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,2.632,23.684,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,2.632,13.158,0,0,18.421,0,0
0,10.204,0,6.122,0,0,0,0,0,0,0,0,0,0,0,0,6.122,0,22.449,0,0,0,0,0,0,2.041,8.163,0,0,2.041,2.041,8.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041,4.082,0,0,26.531,0,0
0,4.082,0,4.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122,0,0,2.041,0,0,0,0,32.653,0,0,2.041,8.163,4.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.327,2.041,0,18.367,0,0
0,6.977,0,20.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.628,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326,0,0,0,0,0,13.954,23.256,0,18.605,0,0
2.439,9.756,0,9.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,0,17.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,0,41.463,0,0,14.634,0,0
0,2.041,0,8.163,0,0,0,0,0,0,0,0,0,0,0,0,4.082,0,22.449,0,0,0,0,0,0,0,0,0,0,2.041,2.041,10.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.204,12.245,0,24.49,0,0
0,10.204,0,16.327,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,12.245,0,0,0,0,0,0,0,0,0,0,6.122,6.122,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122,0,0,0,0,0,0,0,24.49,0,0,16.327,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.513,0,0,2.564,0,0,0,0,0,0,0,0,0,0,12.821,0,5.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.077,10.256,0,25.641,0,0
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2.5,12.5,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.5,0,0,47.5,0,0,7.5,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,20,0,0
0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,20,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,5,0,0,0,0,0,0,0,0,0,0,10,2.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12.5,0,7.5,0,2.5
0,4.762,0,2.381,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,0,0,0,0,0,0,0,2.381,0,2.381,4.762,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,9.524,0,0,0,0,14.286,0,0,42.857,0,0,9.524,0,0
0,6.249,0,12.5,0,0,0,0,0,0,0,0,0,0,0,4.167,2.084,0,18.749,0,0,0,0,0,0,0,2.084,0,0,2.084,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,16.667,0,22.916,0,0
0,6.122,0,8.163,0,0,2.041,0,0,0,0,0,0,0,2.041,0,0,0,18.367,0,0,0,0,0,0,2.041,4.082,0,2.041,8.163,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,12.245,0,0,0,0,6.122,0,0,8.163,0,0,18.367,0,0
0,10.811,0,13.514,0,0,0,0,0,0,0,0,0,0,0,10.811,0,0,2.703,0,0,0,0,0,0,0,0,0,0,8.108,0,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108,27.027,0,10.811,0,0
0,4.762,0,14.286,0,0,0,0,0,0,2.381,0,0,0,0,2.381,0,0,2.381,0,0,0,0,0,0,2.381,16.667,0,0,2.381,0,2.381,2.381,0,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0,0,7.143,0,0,14.286,0,0,21.429,0,0
0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,4,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,16,0,12,0,0
0,8.695,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.739,0,0,2.174,0,0,0,0,15.218,0,0,6.521,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,6.521,0,0,0,0,4.348,0,0,6.521,2.174,0,15.218,0,0
0,24.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,16.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.513,8.108,0,32.432,0,2.703
0,7.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,2.5,0,0,10,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,2.5,0,27.5,0,0
0,4.082,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,0,0,0,0,0,2.041,0,0,0,0,2.041,8.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041,4.082,0,20.408,0,0
0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.749,0,0,0,0,0,0,2.084,4.167,0,0,2.084,2.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,20.833,0,0
0,12.195,0,7.317,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,14.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.195,19.512,0,31.707,0,0
0,12.195,0,0,0,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,7.317,0,0,9.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,0,0,0,2.439,0,0,34.146,0,0,24.39,0,0
0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.204,0,42.857,0,0,0,0,0,0,2.041,0,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122,10.204,0,24.49,0,0
0,2.041,0,4.082,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,44.898,0,0,0,0,0,0,6.122,4.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.327,0,0,18.367,0,2.041
0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.894,0,13.158,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,2.631,0,36.842,0,2.631
0,2.778,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,0,2.778,2.778,0,0,0,0,0,2.778,0,0,0,0,2.778,0,0,0,0,0,0,0,8.333,0,0,27.778,0,0,27.778,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.383,0,55.319,0,0,0,0,0,0,0,2.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.383,6.383,0,23.404,0,0
0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,0,0
2.857,22.857,0,8.571,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,2.857,0,0,0,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.143,8.571,0,17.143,0,0
6.667,8.889,0,2.222,0,0,0,0,0,0,0,0,0,0,0,2.222,0,0,0,2.222,0,0,0,0,0,0,17.778,0,2.222,6.667,2.222,0,0,0,0,0,0,0,0,0,0,2.222,0,0,2.222,0,0,0,0,4.444,0,0,22.222,0,0,17.778,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,20.833,0,0,0,0,0,0,2.083,2.083,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,22.917,0,33.333,0,2.083
4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,4,16,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,0,2
