"latitude","longitude","abc","station","prefixe","arms_name","arms_number","b_m_t","o_c","plate_number","Orientation","arms_campaign","image_name","arms","immersion_season","recovery_season","imm_time"
-21.10401,55.23598,NA,"CINARMS7","CINA","CINA3A",7,"H","O",8,"U","CINARMS","CINARMS7_8U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS7","CINA","CINA3A",7,"H","O",9,"D","CINARMS","CINARMS7_9D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"B","F",1,"U","CINARMS","CINARMS8_1U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"B","F",2,"D","CINARMS","CINARMS8_2D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"B","O",2,"U","CINARMS","CINARMS8_2U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"B","O",3,"D","CINARMS","CINARMS8_3D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","F",3,"U","CINARMS","CINARMS8_3U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","F",4,"D","CINARMS","CINARMS8_4D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","O",4,"U","CINARMS","CINARMS8_4U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","O",5,"D","CINARMS","CINARMS8_5D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","F",5,"U","CINARMS","CINARMS8_5U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","F",6,"D","CINARMS","CINARMS8_6D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","O",6,"U","CINARMS","CINARMS8_6U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"M","O",7,"D","CINARMS","CINARMS8_7D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"H","F",7,"U","CINARMS","CINARMS8_7U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"H","F",8,"D","CINARMS","CINARMS8_8D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"H","O",8,"U","CINARMS","CINARMS8_8U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS8","CINA","CINA3B",8,"H","O",9,"D","CINARMS","CINARMS8_9D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"B","F",1,"U","CINARMS","CINARMS9_1U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"B","F",2,"D","CINARMS","CINARMS9_2D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"B","O",2,"U","CINARMS","CINARMS9_2U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"B","O",3,"D","CINARMS","CINARMS9_3D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","F",3,"U","CINARMS","CINARMS9_3U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","F",4,"D","CINARMS","CINARMS9_4D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","O",4,"U","CINARMS","CINARMS9_4U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","O",5,"D","CINARMS","CINARMS9_5D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","F",5,"U","CINARMS","CINARMS9_5U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","F",6,"D","CINARMS","CINARMS9_6D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","O",6,"U","CINARMS","CINARMS9_6U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"M","O",7,"D","CINARMS","CINARMS9_7D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"H","F",7,"U","CINARMS","CINARMS9_7U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"H","F",8,"D","CINARMS","CINARMS9_8D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"H","O",8,"U","CINARMS","CINARMS9_8U.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,NA,"CINARMS9","CINA","CINA3C",9,"H","O",9,"D","CINARMS","CINARMS9_9D.jpg","CINA3","imm_cold","rec_hot","6m"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"B","F",1,"U","RUNARMS","RUNARMS2A_1U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"B","F",2,"D","RUNARMS","RUNARMS2A_2D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"B","O",2,"U","RUNARMS","RUNARMS2A_2U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"B","O",3,"D","RUNARMS","RUNARMS2A_3D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","F",3,"U","RUNARMS","RUNARMS2A_3U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","F",4,"D","RUNARMS","RUNARMS2A_4D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","O",4,"U","RUNARMS","RUNARMS2A_4U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","O",5,"D","RUNARMS","RUNARMS2A_5D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","F",5,"U","RUNARMS","RUNARMS2A_5U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","F",6,"D","RUNARMS","RUNARMS2A_6D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","O",6,"U","RUNARMS","RUNARMS2A_6U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"M","O",7,"D","RUNARMS","RUNARMS2A_7D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"H","F",7,"U","RUNARMS","RUNARMS2A_7U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"H","F",8,"D","RUNARMS","RUNARMS2A_8D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"H","O",8,"U","RUNARMS","RUNARMS2A_8U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"A","RUNARMS2","RUNA","RUNA2A",2,"H","O",9,"D","RUNARMS","RUNARMS2A_9D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"B","F",1,"U","RUNARMS","RUNARMS2B_1U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"B","F",2,"D","RUNARMS","RUNARMS2B_2D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"B","O",2,"U","RUNARMS","RUNARMS2B_2U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"B","O",3,"D","RUNARMS","RUNARMS2B_3D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","F",3,"U","RUNARMS","RUNARMS2B_3U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","F",4,"D","RUNARMS","RUNARMS2B_4D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","O",4,"U","RUNARMS","RUNARMS2B_4U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","O",5,"D","RUNARMS","RUNARMS2B_5D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","F",5,"U","RUNARMS","RUNARMS2B_5U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","F",6,"D","RUNARMS","RUNARMS2B_6D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","O",6,"U","RUNARMS","RUNARMS2B_6U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"M","O",7,"D","RUNARMS","RUNARMS2B_7D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"H","F",7,"U","RUNARMS","RUNARMS2B_7U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"H","F",8,"D","RUNARMS","RUNARMS2B_8D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"H","O",8,"U","RUNARMS","RUNARMS2B_8U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"B","RUNARMS2","RUNA","RUNA2B",2,"H","O",9,"D","RUNARMS","RUNARMS2B_9D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"B","F",1,"U","RUNARMS","RUNARMS2C_1U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"B","F",2,"D","RUNARMS","RUNARMS2C_2D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"B","O",2,"U","RUNARMS","RUNARMS2C_2U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"B","O",3,"D","RUNARMS","RUNARMS2C_3D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","F",3,"U","RUNARMS","RUNARMS2C_3U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","F",4,"D","RUNARMS","RUNARMS2C_4D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","O",4,"U","RUNARMS","RUNARMS2C_4U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","O",5,"D","RUNARMS","RUNARMS2C_5D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","F",5,"U","RUNARMS","RUNARMS2C_5U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","F",6,"D","RUNARMS","RUNARMS2C_6D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","O",6,"U","RUNARMS","RUNARMS2C_6U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"M","O",7,"D","RUNARMS","RUNARMS2C_7D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"H","F",7,"U","RUNARMS","RUNARMS2C_7U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"H","F",8,"D","RUNARMS","RUNARMS2C_8D.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10401,55.23598,"C","RUNARMS2","RUNA","RUNA2C",2,"H","O",8,"U","RUNARMS","RUNARMS2C_8U.jpg","RUNA2","imm_hot","rec_hot","2y"
-21.10411,55.23604,"C","RUNARMS2","RUNA","RUNA2C",2,"H","O",9,"D","RUNARMS","RUNARMS2C_9D.jpg","RUNA2","imm_hot","rec_hot","2y"
